_id,periodo,ID_SR,denominazione,tipologia,categoria,totale_unita,totale_bagni,totale_letti,indirizzo,frazione,cap,codice_istat_comune,comune,provincia,latitudine,longitudine,telefono,fax,sitoweb,email,periodi,servizi_generali,servizi_camera,prezzo_alta_stagione_o_unica,prezzo_bassa_stagione,foto1,foto2,foto3,foto4,foto5
3232,2015,5335,LE TAGLIATE,Alloggi agrituristici,,6,6,12,VIA BADISCO CASE SPARSE  s.n.,,73020,75091,UGGIANO LA CHIESA,Lecce,,,0836-812779,,www.agriturismoletagliate.it,agriturismoletagliate@gmail.com,01/04/2015-30/09/2015,Ristorante-Parcheggio Coperto / Scoperto-Quotidiani-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,camera-doppia-bagno (60-80)#mezza-pensione-bagno (48-58)#camera-doppia-bagno (60-80)#mezza-pensione-bagno (48-58),camera-doppia-bagno (40-50)#mezza-pensione-bagno (38-43)#camera-doppia-bagno (40-50)#mezza-pensione-bagno (38-43),,,,,
3233,2015,12087,LE TARANTINE,Bed & breakfast,,5,4,10,,,,75084,TAURISANO,Lecce,,,,,,info@bebletarantine.it,,,,,,,,,,
3234,2015,11537,LE TAVERNE,Alloggi agrituristici,,9,9,10,CONTRADA LE TAVERNE  s.n.,,72017,74012,OSTUNI,Brindisi,40.7295235,17.577997900000014,0831 355016,,www.tenutaletaverne.it,info@tenutaletaverne.it,,Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Rscaldamento centralizzato-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Telefono,,,,,,,
3235,2015,11881,LE TERRAZZE,Alberghi,3 stelle,18,18,24,,,,71017,CASTELNUOVO DELLA DAUNIA,Foggia,,,0881559612,,,info@leterrazzehotel.com,,,,,,,,,,
3236,2015,13325,LE TERRAZZE,Bed & breakfast,,4,4,8,VIA ANTONIO BRUNO  28,,74024,73012,MANDURIA,Taranto,,,393.9322836,0999712041,www.leterrazzebb.com,tarass@libero.it,01/01/2015-08/01/2015#15/04/2015-31/12/2015,Cucina in uso comune-Bagno privato-Sala Tv-Parco / Giardino,Aria condizionata indipendente-Riscaldamento centralizzato-Riscaldamento indipendente-Tv-Insonorizzazione-Frigobar-Riscaldamento-Angolo cottura,camera-doppia-bagno (30-90)#doppia-uso-singola (15-70),camera-doppia-bagno (20-80),,,,,
3237,2015,15487,LE TERRAZZE DI SERRANOVA,Bed & breakfast,,3,3,6,C.DA MONTESTAZZO  s.n.,Serranova,72012,74002,CAROVIGNO,Brindisi,40.68829233389458,17.768343055572473,3470605217,,www.leterrrazzediserranova.it,leterrazzediserranova@gmail.com,02/07/2015-31/12/2015,Bagno privato-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente,camera-doppia (60-90),camera-doppia (0-0),,,,,
3238,2015,15419,LE TERRAZZE MIRAMARE,Bed & breakfast,,6,6,15,C.DA OTTAVA - FRAZ. MONTALBANO  33,,72015,74007,FASANO,Brindisi,,,3335471931,,www.leterrazzemiramare.it,angiulli80@libero.it,01/01/2015-31/12/2015,Deposito bagagli-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (75-130)#camera-tripla-bagno (130-150),camera-doppia-bagno (55-110)#camera-tripla-bagno (110-130),,,,,
3239,2015,6811,LE TERRAZZE SUL GARGANO,Alberghi,3 stelle,32,32,62,VIA S.RAFFAELE  9,,71013,71046,SAN GIOVANNI ROTONDO,Foggia,,,0882 457883,0882459008,www.leterrazzesulgargano.it,info@leterrazzesulgargano.it,01/01/2015-31/12/2015,Ristorante-Bar-Reception 24h-Ascensore-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata centralizzata-Rscaldamento centralizzato-Tv-Frigobar-Telefono,camera-doppia-bagno (35-230)#camera-singola-bagno (19-130)#mezza-pensione-bagno (35-150)#pasto-cena (16-24)#pasto-colazione (7-12)#pasto-pranzo (16-24)#pensione-completa-bagno (50-170)#camera-doppia-bagno (35-230)#camera-singola-bagno (19-130)#mezza-pensione-bagno (35-150)#pasto-cena (16-24)#pasto-colazione (7-12)#pasto-pranzo (16-24)#pensione-completa-bagno (50-170),camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)#mezza-pensione-bagno (0-0)#pensione-completa-bagno (0-0)#camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)#mezza-pensione-bagno (0-0)#pensione-completa-bagno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/200693/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/200693/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/200693/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/200693/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/200693/fileFoto5
3240,2015,11245,LE TERRAZZE SUL MARE,Bed & breakfast,,6,6,10,,,,71025,ISCHITELLA,Foggia,,,0884707547,,,dincoronata@yahoo.it,,,,,,,,,,
3241,2015,9095,LE TERRAZZE SUL MARE DI GALLIPOLI,Bed & breakfast,,3,2,10,VIA PETRELLI  19,,73014,75031,GALLIPOLI,Lecce,,,3477299227,,www.bbsalentogrouop.com,leterrazzesulmaregallipoli@gmail.com,01/01/2015-12/01/2015#27/03/2015-28/09/2015#18/12/2015-31/12/2015,Ascensore-Cucina in uso comune-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento centralizzato-Riscaldamento,,,http://www.agenziapugliapromozione.it/portal/documents/ddl/935154/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/935154/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/935154/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/935154/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/935154/fileFoto5
3242,2015,1859,LE TORRI,Alloggi agrituristici,,9,9,22,,,,74019,TORRE SANTA SUSANNA,Brindisi,,,0831 747326 / 800 178764,,iwww.agriturismoletorri.it,info@agriturismoletorri.it,,Ristorante-Bar-Punto ristoro-Reception 24h-Parcheggio Coperto / Scoperto-Baby sitting,Aria condizionata indipendente-Tv-Frigobar-Riscaldamento,,,http://www.agenziapugliapromozione.it/portal/documents/ddl/1062997/fileFoto1,,,,
3243,2015,13142,LE TORRI,Bed & breakfast,,4,4,9,,,,72035,POLIGNANO A MARE,Bari,,,,,,info@agriturismoletorri.it,,,,,,,,,,
3244,2015,14146,LE TRE CARAVELLE,Case e appartamenti vacanza,,3,3,0,VIA SARPI  31,,72017,74012,OSTUNI,Brindisi,,,0831/866080,,www.letre-caravelle.com,letre.caravelle@libero.it,01/01/2015-31/12/2015,Reception 24h-Cassaforte / cassette di sicurezza-Bagno privato-Sala lettura,Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Angolo cottura,supplemento-pulizia-extra (30-40)#ua-bilocale-due-sett (600-2000),ua-bilocale-due-sett (420-1600),,,,,
3245,2015,15529,LE TRE CIVETTE,Bed & breakfast,,3,3,6,VIALE DELL'UNIVERSIT  81,,73100,75035,LECCE,Lecce,,,3312694111,,,carla.nestola@gmail.com,01/05/2015-31/12/2015,Bagno privato,Aria condizionata indipendente-Riscaldamento centralizzato-Riscaldamento,camera-doppia (40-60)#doppia-uso-singola (40-60)#camera-doppia (40-60)#doppia-uso-singola (40-60),camera-doppia (40-60)#doppia-uso-singola (0-0)#camera-doppia (40-60)#doppia-uso-singola (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/1499702/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1499702/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1499702/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1499702/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1499702/fileFoto5
3246,2015,3935,LE TRE PALME,Bed & breakfast,,3,3,8,CONTRADA LA COMUNE  s.n.,,73052,75059,PARABITA,Lecce,,,0833-594014,,www.trepalme.com,info@trepalme.com,07/04/2015-31/12/2015,Bagno privato-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Tv satellitare-Frigobar-Riscaldamento,camera-doppia-bagno (30-35)#camera-tripla-bagno (30-35),camera-doppia-bagno (30-35)#camera-tripla-bagno (30-35),,,,,
3247,2015,13829,LE TRE ROSE DI GIO',Bed & breakfast,,4,4,10,,,,75091,UGGIANO LA CHIESA,Lecce,,,,,,donatella.pagliara@libero.it,,,,,,,,,,
3248,2015,15242,LE TRE SORELLE,Affittacamere,,6,6,14,P.ZZA CAPITANEO - BARI-PALESE  48,,70128,72006,BARI,Bari,,,,0805306850,,,01/01/2015-31/12/2015,Reception 24h-Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento centralizzato-Cassaforte / cassetta di sicurezza-Tv satellitare-Frigobar-Riscaldamento,camera-doppia-bagno (105-105)#camera-quadrupla-bagno (145-145)#camera-singola-bagno (70-70)#camera-tripla-bagno (135-135)#supplemento-posto-letto-agg (30-30),camera-doppia-bagno (95-95)#camera-quadrupla-bagno (135-135)#camera-singola-bagno (60-60)#camera-tripla-bagno (120-120),http://www.agenziapugliapromozione.it/portal/documents/ddl/987701/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/987701/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/987701/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/987701/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/987701/fileFoto5
3249,2015,14819,LE TRE SORELLE S.A.S.,Bed & breakfast,,6,6,15,PIAZZA CAPITANEO  48,,70128,72006,BARI,Bari,,,0805306850/3358279202,0805306850,WWW.LE3SORELLE.COM,INFO@LE3SORELLE.COM,01/01/2015-31/12/2015,,,camera-doppia-bagno (105-105)#camera-doppia-bagno-persona (75-75)#camera-quadrupla-bagno (145-145)#camera-tripla-bagno (135-135)#doppia-uso-singola (55-65),camera-doppia-bagno (95-95)#camera-doppia-bagno-persona (65-65)#camera-quadrupla-bagno (135-135)#camera-tripla-bagno (120-120),,,,,
3250,2015,12216,LE TRE STELLE,Bed & breakfast,,2,2,4,VIA GIUSTI  24,,73040,75006,ARADEO,Lecce,,,0836-551468,,www.bebletrestelle.it,info@bebletrestelle.it,,Accesso animali piccola taglia,Aria condizionata indipendente,,,,,,,
3252,2015,13790,LE VELE,Bed & breakfast,,3,3,9,LOCALITA' COLONNE  S.N.C.,,74020,73014,MARUGGIO,Taranto,,,099.9716228,,http://www.bblevele.com,bblevelecampomarino@gmail.com,01/03/2015-31/10/2015#20/12/2015-31/12/2015,Cassaforte / cassette di sicurezza-Bagno privato-Parco / Giardino,Aria condizionata indipendente-Cassaforte / cassetta di sicurezza,camera-doppia-bagno (120-120)#camera-quadrupla-bagno (120-160)#camera-tripla-bagno (120-140)#doppia-uso-singola (20-20),camera-doppia-bagno (70-70)#camera-quadrupla-bagno (70-110)#camera-tripla-bagno (70-90),http://www.agenziapugliapromozione.it/portal/documents/ddl/286583/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/286583/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/286583/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/286583/fileFoto4,
3253,2015,139,LE VIOLE,Alberghi,3 stelle,9,9,18,VIA CANTINA SPERIMENTALE  -,,71040,71026,ISOLE TREMITI,Foggia,,,0882463312,,www.leviole.com,info@leviole.com,,Ristorante-Bar-Punto ristoro-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Cassafforte / cassetta di sicurezza-Tv satellitare-Frigobar-Telefono,,,,,,,
3254,2015,1377,LE VOILIER,Alberghi,3 stelle,11,11,22,,,,75066,SALVE,Lecce,,,0833-711282,,www.levoilier.it,info@albergolevoilier.com,,,,,,,,,,
3255,2015,14240,LE VOLTE A STELLA DI GIULIANETTA,Bed & breakfast,,2,2,5,VIA IV NOVEMBRE  27/b,,73100,75035,LECCE,Lecce,40.3582297,18.177560500000027,3471733663,,bed-and-breakfast.it,giulianadonno@yahoo.it,06/04/2015-31/12/2015,Reception 24h-Camere fumatori-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia,Riscaldamento indipendente-Tv,camera-doppia-bagno (35-40)#camera-tripla (30-35)#doppia-uso-singola (35-50),camera-doppia-bagno (25-30)#camera-tripla (20-30),http://www.agenziapugliapromozione.it/portal/documents/ddl/594308/fileFoto1,,http://www.agenziapugliapromozione.it/portal/documents/ddl/594308/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/594308/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/594308/fileFoto5
3256,2015,13468,LE ZICAREDDE,Bed & breakfast,,5,5,10,,,,75066,SALVE,Lecce,,,348 9680764,,www.bblezicaredde.it,barbara.ciardo@gmail.com,,,,,,,,,,
3257,2015,13381,LECCCENTRICO,Bed & breakfast,,3,3,8,VIA DEL DELFINO   19,,73100,75035,LECCE,Lecce,40.34685395373416,18.172608285180672,3205349431,,www.leccentrico.com,manele88@hotmail.it,01/01/2015-09/01/2015#01/03/2015-16/10/2015#01/12/2015-31/12/2015,Bagno privato-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Tv satellitare-Riscaldamento,camera-doppia-bagno (60-80)#camera-tripla-bagno (70-100)#doppia-uso-singola (40-60),camera-doppia-bagno (50-70)#camera-tripla-bagno (60-90),http://www.agenziapugliapromozione.it/portal/documents/ddl/912750/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/912750/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/912750/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/912750/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/912750/fileFoto5
3258,2015,12897,LECCE E IL SUO BAROCCO,Bed & breakfast,,1,1,4,VIA FLASCASSOVITTI  25,,73100,75035,LECCE,Lecce,,,0832/308190,,www.lecceeilsuobarocco.com,laconci@alice.it,07/03/2015-31/10/2015#01/12/2015-31/12/2015,Reception 24h-Camere fumatori-Ascensore-Deposito bagagli-Cucina in uso comune-Sala Tv-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento-Telefono-Angolo cottura,camera-quadrupla-persona (25-35)#supplemento-aria-condizionata (3-4)#camera-quadrupla-persona (25-35)#supplemento-aria-condizionata (3-4),camera-quadrupla-persona (0-0)#camera-quadrupla-persona (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/901491/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/901491/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/901491/fileFoto3,,
3259,2015,15107,LECCE HOLIDAYS,Bed & breakfast,,2,2,4,VIA A. SALANDRA  37,,73100,75035,LECCE,Lecce,40.3538295,18.184688600000072,3284414827,,,giannattasio.valeria@gmail.com,27/02/2015-11/10/2015#28/10/2015-04/11/2015#03/12/2015-31/12/2015,Cassaforte / cassette di sicurezza-Cucina in uso comune-Bagno privato-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (70-90),camera-doppia-bagno (70-90),http://www.agenziapugliapromozione.it/portal/documents/ddl/1214180/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1214180/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1214180/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1214180/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1214180/fileFoto5
3260,2015,15418,LECCE HOUSE,Bed & breakfast,,2,1,5,VIA MICHELE SAPONARO  9,,73100,75035,LECCE,Lecce,40.3565674,18.194630200000006,,,,info@leccehouse.it,01/07/2015-31/10/2015#01/12/2015-31/12/2015,Ascensore-Sala lettura,Aria condizionata indipendente,camera-doppia (50-80)#camera-doppia-persona (25-40)#camera-tripla (74-100)#camera-tripla-persona (25-40)#doppia-uso-singola (30-50),camera-doppia-persona (0-0)#camera-tripla-persona (0-0),,,,,
3261,2015,14459,LECCECENTRO,Affittacamere,,2,1,4,via Pietro Palumbo  16,,73100,75035,LECCE,Lecce,40.3530801,18.166418099999987,0832/1831366,08321831661,www.leccecentro.it,info@leccecentro.it,18/07/2015-12/09/2015,Ascensore-Cucina in uso comune,Riscaldamento indipendente,camera-doppia (40-60)#camera-doppia-bagno (50-80),camera-doppia (0-0)#camera-doppia-bagno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/895294/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/895294/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/895294/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/895294/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/895294/fileFoto5
3262,2015,13728,LEMOREDINELLA,Bed & breakfast,,3,3,9,C.DA GORGOFREDDO  203,,70043,72030,MONOPOLI,Bari,40.883484,17.25356260000001,+390806900301,,http//:www.lemoredinella.it,lemoredinella@lemoredinella.it,01/01/2015-08/01/2015#10/03/2015-14/11/2015#20/12/2015-31/12/2015,Reception 24h-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino,Riscaldamento centralizzato-Tv-Tv satellitare-Frigobar-Riscaldamento,camera-tripla-bagno (60-165),camera-tripla-bagno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/314865/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/314865/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/314865/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/314865/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/314865/fileFoto5
3269,2015,11947,LES CHANDELLES,Bed & breakfast,,4,5,7,VIA DEGLI ULIVI  snc,Vico del Gargano,71018,71059,VICO DEL GARGANO,Foggia,,,3489196246,,www.bedandbreakfastgargano.eu,info@bedandbreakfastgargano.eu,31/03/2015-30/09/2015,Deposito bagagli-Bagno privato-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente,camera-doppia-bagno-persona (25-80)#camera-singola-bagno-persona (25-80),camera-doppia-bagno-persona (0-0),,,,,
3263,2015,7673,LEO SALVATORE,Case e appartamenti vacanza,,5,6,75,C.DA GROFOLEO  36,,70010,72025,LOCOROTONDO,Bari,,,080 4313076,,www.villacaramia.it,info@villacaramia.it,,Bagno privato-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Tv satellitare-Frigobar-Idromassaggio-Angolo cottura,,,http://www.agenziapugliapromozione.it/portal/documents/ddl/942358/fileFoto1,,,,
3264,2015,103,LEON,Alberghi,3 stelle,21,21,40,TRATTURO DELLE CORSE   14,,71013,71046,SAN GIOVANNI ROTONDO,Foggia,,,0882457827,0882455896,www.leon-hotel.it,info@leon-hotel.it,01/01/2015-31/12/2015,Ristorante-Bar-Punto ristoro-Reception 24h-Camere fumatori-Ascensore-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Rscaldamento centralizzato-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (42-65)#camera-singola-bagno (33-48)#mezza-pensione-bagno (36-48)#pasto-cena (15-15)#pasto-colazione (4-4)#pasto-pranzo (15-15)#pensione-completa-bagno (51-63),camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)#mezza-pensione-bagno (0-0)#pensione-completa-bagno (0-0),,,,,
3265,2015,14191,LEONARDO TRULLI RESORT,Bed & breakfast,,3,4,6,S.C. 54 C.DA SEMERARO  95,,70010,72025,LOCOROTONDO,Bari,,,3331623529,,www.leonardotrulliresort.com,info@leonardotrulliresort.com,01/01/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala lettura-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento,camera-doppia (79-269),camera-doppia (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/590839/fileFoto5
3266,2015,12293,LEONE DI MESSAPIA HOTEL E CONFERENCE,Alberghi,4 stelle,216,114,229,VIA PROVINCIALE LECCE-CAVALLINO  32,,73100,75035,LECCE,Lecce,40.32123512234559,18.18916612961118,0832-613102,0832611335,www.leonedimessapia.it,reservations@leonedimessapia.it,01/01/2015-31/12/2015,Ristorante-Bar-Reception 24h-Ascensore-Deposito bagagli-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Baby sitting-Quotidiani-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv satellitare-Insonorizzazione-Frigobar-idromassaggio-Riscaldamento-Telefono,camera-doppia-bagno (60-450)#camera-quadrupla-bagno (90-450)#camera-singola-bagno (30-100)#camera-tripla-bagno (80-450)#doppia-uso-singola-bagno (60-450)#jr-suite-bagno (80-450)#suite-bagno (80-450)#supplemento-servizio-incamera (5-10)#supplemento-servizio-navetta (10-100)#ua-bilocale (60-450)#ua-monolocale (60-450),camera-doppia-bagno (0-0)#camera-quadrupla-bagno (0-0)#camera-singola-bagno (0-0)#camera-tripla-bagno (0-0)#doppia-uso-singola-bagno (60-450)#jr-suite-bagno (0-0)#suite-bagno (0-0)#ua-bilocale (0-0)#ua-monolocale (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/426639/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/426639/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/426639/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/426639/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/426639/fileFoto5
